"location_code","region_code","name","location_type","description","address","website_url","is_active"
"LOC_360","REG_020","아사쿠사 키비단고 아즈마(浅草きびだんご あづま)","기타","아사쿠사 나카미세의 키비단고 전문점으로, 갓 만든 키비당고를 판매한다.","〒111-0032 東京都台東区浅草1-18-1","https://maps.google.com/maps?q=%E6%B5%85%E8%8D%89%E3%81%8D%E3%81%B3%E3%81%A0%E3%82%93%E3%81%94%20%E3%81%82%E3%81%A5%E3%81%BE%20%E3%80%92111-0032%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA%E6%B5%85%E8%8D%891-18-1","1"
"LOC_361","REG_020","잇포도차호 도쿄 마루노우치점(一保堂茶舗 東京丸の内店)","기타","잇포도차호의 마루노우치 매장으로, 센차와 호지차 등 일본 차를 판매한다.","〒100-0005 東京都千代田区丸の内3-1-1 国際ビル 1F","https://maps.google.com/maps?q=%E4%B8%80%E4%BF%9D%E5%A0%82%E8%8C%B6%E8%88%97%20%E6%9D%B1%E4%BA%AC%E4%B8%B8%E3%81%AE%E5%86%85%E5%BA%97%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%853-1-1","1"
"LOC_362","REG_020","와플 케이크의 가게 R.L 그란스타 도쿄점(ワッフル・ケーキの店 R.L グランスタ東京店)","역","JR 도쿄역 그란스타의 R.L 매장으로, 와플 케이크를 판매한다.","〒100-0005 東京都千代田区丸の内1-9-1 JR東京駅 グランスタ東京","https://maps.google.com/maps?q=%E3%83%AF%E3%83%83%E3%83%95%E3%83%AB%E3%83%BB%E3%82%B1%E3%83%BC%E3%82%AD%E3%81%AE%E5%BA%97%20R.L%20%E3%82%B0%E3%83%A9%E3%83%B3%E3%82%B9%E3%82%BF%E6%9D%B1%E4%BA%AC%E5%BA%97%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_363","REG_020","가토 드 보야주 에큐트 도쿄점(ガトー・ド・ボワイヤージュ エキュート東京店)","역","JR 도쿄역 에큐트 도쿄의 가토 드 보야주 매장으로, 러스크와 구움과자를 판매한다.","〒100-0005 東京都千代田区丸の内1-9-1 JR東京駅構内 エキュート東京","https://maps.google.com/maps?q=%E3%82%AC%E3%83%88%E3%83%BC%E3%83%BB%E3%83%89%E3%83%BB%E3%83%9C%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%BC%E3%82%B8%E3%83%A5%20%E3%82%A8%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%88%E6%9D%B1%E4%BA%AC%E5%BA%97%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_364","REG_020","도쿄 바나나s 도쿄역 이치방가이(東京ばな奈s 東京駅一番街)","역","도쿄 바나나 브랜드 매장으로, 긴자 딸기 계열 마들렌 등 도쿄 과자 선물을 판매한다.","〒100-0005 東京都千代田区丸の内1-9-1 東京駅一番街","https://maps.google.com/maps?q=%E6%9D%B1%E4%BA%AC%E3%81%B0%E3%81%AA%E5%A5%88s%20%E6%9D%B1%E4%BA%AC%E9%A7%85%E4%B8%80%E7%95%AA%E8%A1%97%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_365","REG_020","도쿄 기프트 팔레트(東京ギフトパレット)","역","도쿄역의 기념품 식품 구역으로, 레몬 케이크 등 도쿄 디저트 선물을 취급한다.","〒100-0005 東京都千代田区丸の内1-9-1 東京駅八重洲北口","https://maps.google.com/maps?q=%E6%9D%B1%E4%BA%AC%E3%82%AE%E3%83%95%E3%83%88%E3%83%91%E3%83%AC%E3%83%83%E3%83%88%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_366","REG_020","도쿄 기프트 팔레트(東京ギフトパレット)","역","도쿄역의 기념품 식품 구역으로, 도쿄 한정 팬케이크형 과자와 디저트 선물을 취급한다.","〒100-0005 東京都千代田区丸の内1-9-1 東京駅八重洲北口","https://maps.google.com/maps?q=%E6%9D%B1%E4%BA%AC%E3%82%AE%E3%83%95%E3%83%88%E3%83%91%E3%83%AC%E3%83%83%E3%83%88%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_367","REG_020","마메겐 아자부주반 본점(豆源 麻布十番本店)","기타","아자부주반의 마메겐 본점으로, 전통 콩과자와 디저트 선물을 판매한다.","〒106-0045 東京都港区麻布十番1-8-12","https://maps.google.com/maps?q=%E8%B1%86%E6%BA%90%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E6%9C%AC%E5%BA%97%20%E3%80%92106-0045%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA1-8-12","1"
"LOC_368","REG_020","긴자 미츠코시 식품 플로어(銀座三越 食品フロア)","백화점","긴자 미츠코시 지하 식품층으로, 마카롱과 쇼콜라 계열 선물 과자를 취급한다.","〒104-8212 東京都中央区銀座4-6-16 銀座三越 B2F","https://maps.google.com/maps?q=%E9%8A%80%E5%BA%A7%E4%B8%89%E8%B6%8A%20%E9%A3%9F%E5%93%81%E3%83%95%E3%83%AD%E3%82%A2%20%E3%80%92104-8212%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%8A%80%E5%BA%A74-6-16","1"
"LOC_369","REG_020","도쿄 기프트 팔레트(東京ギフトパレット)","역","도쿄역의 기념품 식품 구역으로, 치즈 파이 샌드와 도쿄 디저트 선물을 취급한다.","〒100-0005 東京都千代田区丸の内1-9-1 東京駅八重洲北口","https://maps.google.com/maps?q=%E6%9D%B1%E4%BA%AC%E3%82%AE%E3%83%95%E3%83%88%E3%83%91%E3%83%AC%E3%83%83%E3%83%88%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_370","REG_020","일본백화점 도쿄점(日本百貨店とうきょう)","역","도쿄역 인근 KITTE의 일본 각지 상품 편집 매장으로, 지역 라무네와 음료 선물을 취급한다.","〒100-7001 東京都千代田区丸の内2-7-2 KITTE B1F","https://maps.google.com/maps?q=%E6%97%A5%E6%9C%AC%E7%99%BE%E8%B2%A8%E5%BA%97%E3%81%A8%E3%81%86%E3%81%8D%E3%82%87%E3%81%86%20%E3%80%92100-7001%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%852-7-2","1"
"LOC_371","REG_020","도쿄 기프트 팔레트(東京ギフトパレット)","역","도쿄역의 기념품 식품 구역으로, 푸딩류 디저트 선물을 취급한다.","〒100-0005 東京都千代田区丸の内1-9-1 東京駅八重洲北口","https://maps.google.com/maps?q=%E6%9D%B1%E4%BA%AC%E3%82%AE%E3%83%95%E3%83%88%E3%83%91%E3%83%AC%E3%83%83%E3%83%88%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_372","REG_020","도쿄 기프트 팔레트(東京ギフトパレット)","역","도쿄역의 기념품 식품 구역으로, 바움쿠헨과 도쿄 과자 선물을 취급한다.","〒100-0005 東京都千代田区丸の内1-9-1 東京駅八重洲北口","https://maps.google.com/maps?q=%E6%9D%B1%E4%BA%AC%E3%82%AE%E3%83%95%E3%83%88%E3%83%91%E3%83%AC%E3%83%83%E3%83%88%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_373","REG_020","동구리공화국 도쿄역점(どんぐり共和国 東京駅店)","역","도쿄역 캐릭터스트리트의 동구리공화국 매장으로, 토토로 봉제인형 등 지브리 굿즈를 판매한다.","〒100-0005 東京都千代田区丸の内1-9-1 東京駅一番街 B1F","https://maps.google.com/maps?q=%E3%81%A9%E3%82%93%E3%81%90%E3%82%8A%E5%85%B1%E5%92%8C%E5%9B%BD%20%E6%9D%B1%E4%BA%AC%E9%A7%85%E5%BA%97%20%E3%80%92100-0005%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E4%B8%B8%E3%81%AE%E5%86%851-9-1","1"
"LOC_374","REG_020","포켓몬센터 메가 도쿄(ポケモンセンターメガトウキョー)","기타","이케부쿠로 선샤인시티의 포켓몬센터 매장으로, 포켓몬센터 오리지널 봉제인형과 도쿄 관련 굿즈를 판매한다.","〒170-6002 東京都豊島区東池袋3-1-2 サンシャインシティ 専門店街アルパ 2F","https://maps.google.com/maps?q=%E3%83%9D%E3%82%B1%E3%83%A2%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%A1%E3%82%AC%E3%83%88%E3%82%A6%E3%82%AD%E3%83%A7%E3%83%BC%20%E3%80%92170-6002%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA%E6%9D%B1%E6%B1%A0%E8%A2%8B3-1-2","1"
"LOC_375","REG_020","산리오월드 긴자(サンリオワールド ギンザ)","기타","긴자의 산리오 대형 매장으로, 헬로키티와 산리오 캐릭터 굿즈를 판매한다.","〒104-0061 東京都中央区銀座4-1 西銀座 1F・2F","https://maps.google.com/maps?q=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%20%E3%82%AE%E3%83%B3%E3%82%B6%20%E3%80%92104-0061%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%8A%80%E5%BA%A74-1","1"
"LOC_376","REG_020","카가미 크리스탈 긴자숍(カガミクリスタル 銀座ショップ)","기타","카가미 크리스탈의 긴자 매장으로, 에도키리코 유리잔과 크리스탈 제품을 판매한다.","〒104-0061 東京都中央区銀座6-2-1 Daiwa銀座ビル 1F","https://maps.google.com/maps?q=%E3%82%AB%E3%82%AC%E3%83%9F%E3%82%AF%E3%83%AA%E3%82%B9%E3%82%BF%E3%83%AB%20%E9%8A%80%E5%BA%A7%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97%20%E3%80%92104-0061%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%8A%80%E5%BA%A76-2-1","1"
"LOC_377","REG_020","트래블러스 팩토리 나카메구로(トラベラーズファクトリー 中目黒)","기타","트래블러스 노트 공식 매장으로, 트래블러스 노트와 리필, 문구류를 판매한다.","〒153-0051 東京都目黒区上目黒3-13-10","https://maps.google.com/maps?q=%E3%83%88%E3%83%A9%E3%83%99%E3%83%A9%E3%83%BC%E3%82%BA%E3%83%95%E3%82%A1%E3%82%AF%E3%83%88%E3%83%AA%E3%83%BC%20%E4%B8%AD%E7%9B%AE%E9%BB%92%20%E3%80%92153-0051%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%9B%AE%E9%BB%92%E5%8C%BA%E4%B8%8A%E7%9B%AE%E9%BB%923-13-10","1"
"LOC_378","REG_020","시부야 로프트(渋谷ロフト)","기타","시부야의 대형 로프트 매장으로, 한정 문구류와 일본 디자인 잡화를 판매한다.","〒150-0042 東京都渋谷区宇田川町21-1","https://maps.google.com/maps?q=%E6%B8%8B%E8%B0%B7%E3%83%AD%E3%83%95%E3%83%88%20%E3%80%92150-0042%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E5%AE%87%E7%94%B0%E5%B7%9D%E7%94%BA21-1","1"
"LOC_379","REG_020","센소지(浅草寺)","관광지","아사쿠사의 대표 사찰로, 경내에서 센소지 오마모리와 부적을 받을 수 있다.","〒111-0032 東京都台東区浅草2-3-1","https://maps.google.com/maps?q=%E6%B5%85%E8%8D%89%E5%AF%BA%20%E3%80%92111-0032%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA%E6%B5%85%E8%8D%892-3-1","1"
"LOC_380","REG_021","551호라이 난바 본점(551蓬莱 難波本店)","기타","551호라이 난바 본점으로, 대표 상품인 부타만을 판매한다.","〒542-0076 大阪府大阪市中央区難波3-6-3","https://maps.google.com/maps?q=551%E8%93%AC%E8%8E%B1%20%E9%9B%A3%E6%B3%A2%E6%9C%AC%E5%BA%97%20%E3%80%92542-0076%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%9B%A3%E6%B3%A23-6-3","1"
"LOC_381","REG_021","바통도르 한큐 우메다 본점(バトンドール 阪急うめだ本店)","백화점","한큐 우메다 본점 지하 식품층의 바통도르 매장으로, 글리코의 프리미엄 스틱 과자를 판매한다.","〒530-8350 大阪府大阪市北区角田町8-7 阪急うめだ本店 B1F","https://maps.google.com/maps?q=%E3%83%90%E3%83%88%E3%83%B3%E3%83%89%E3%83%BC%E3%83%AB%20%E9%98%AA%E6%80%A5%E3%81%86%E3%82%81%E3%81%A0%E6%9C%AC%E5%BA%97%20%E3%80%92530-8350%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E5%8C%97%E5%8C%BA%E8%A7%92%E7%94%B0%E7%94%BA8-7","1"
"LOC_382","REG_021","리쿠로 오지상 난바 본점(りくろーおじさんの店 なんば本店)","기타","리쿠로 오지상의 난바 본점으로, 갓 구운 치즈케이크를 판매한다.","〒542-0076 大阪府大阪市中央区難波3-2-28","https://maps.google.com/maps?q=%E3%82%8A%E3%81%8F%E3%82%8D%E3%83%BC%E3%81%8A%E3%81%98%E3%81%95%E3%82%93%E3%81%AE%E5%BA%97%20%E3%81%AA%E3%82%93%E3%81%B0%E6%9C%AC%E5%BA%97%20%E3%80%92542-0076%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%9B%A3%E6%B3%A23-2-28","1"
"LOC_383","REG_021","파블로 신사이바시점(PABLO 心斎橋店)","기타","신사이바시 구역의 파블로 매장으로, 치즈 타르트와 미니 타르트류를 판매한다.","〒542-0085 大阪府大阪市中央区心斎橋筋2-8-1","https://maps.google.com/maps?q=PABLO%20%E5%BF%83%E6%96%8E%E6%A9%8B%E5%BA%97%20%E3%80%92542-0085%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E5%BF%83%E6%96%8E%E6%A9%8B%E7%AD%8B2-8-1","1"
"LOC_384","REG_021","이치비리안 도톤보리점(いちびり庵 道頓堀店)","기타","도톤보리의 오사카 기념품 전문점으로, 오사카 바나나 카스텔라 케이크 등 지역 과자를 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-7-21","https://maps.google.com/maps?q=%E3%81%84%E3%81%A1%E3%81%B3%E3%82%8A%E5%BA%B5%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-7-21","1"
"LOC_385","REG_021","나니와 명물 이치비리안 도톤보리점(なにわ名物いちびり庵 道頓堀店)","기타","도톤보리의 오사카 기념품 전문점으로, 쿠이다오레 타로 푸딩 등 오사카 명물 과자를 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-7-21","https://maps.google.com/maps?q=%E3%81%AA%E3%81%AB%E3%82%8F%E5%90%8D%E7%89%A9%E3%81%84%E3%81%A1%E3%81%B3%E3%82%8A%E5%BA%B5%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-7-21","1"
"LOC_386","REG_021","이치비리안 도톤보리점(いちびり庵 道頓堀店)","기타","도톤보리의 오사카 기념품 전문점으로, 타코 파티에 등 오사카 한정 과자를 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-7-21","https://maps.google.com/maps?q=%E3%81%84%E3%81%A1%E3%81%B3%E3%82%8A%E5%BA%B5%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-7-21","1"
"LOC_387","REG_021","칼비 플러스 신사이바시점(カルビープラス 心斎橋店)","기타","신사이바시의 칼비 플러스 매장으로, 자가리코 타코야키 맛 등 지역 한정 과자를 판매한다.","〒542-0085 大阪府大阪市中央区心斎橋筋1-6-1","https://maps.google.com/maps?q=%E3%82%AB%E3%83%AB%E3%83%93%E3%83%BC%E3%83%97%E3%83%A9%E3%82%B9%20%E5%BF%83%E6%96%8E%E6%A9%8B%E5%BA%97%20%E3%80%92542-0085%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E5%BF%83%E6%96%8E%E6%A9%8B%E7%AD%8B1-6-1","1"
"LOC_388","REG_021","이치비리안 도톤보리점(いちびり庵 道頓堀店)","기타","도톤보리의 오사카 기념품 전문점으로, 프링글스 타코야키 맛 등 간사이 한정 스낵을 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-7-21","https://maps.google.com/maps?q=%E3%81%84%E3%81%A1%E3%81%B3%E3%82%8A%E5%BA%B5%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-7-21","1"
"LOC_389","REG_021","글리코야 도톤보리점(ぐりこ・や 道頓堀店)","기타","도톤보리 글리코 사인 인근의 글리코 공식 숍으로, 프리츠와 글리코 기념품을 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-10-2","https://maps.google.com/maps?q=%E3%81%90%E3%82%8A%E3%81%93%E3%83%BB%E3%82%84%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-10-2","1"
"LOC_390","REG_021","야마나가 상점(山長商店)","기타","구로몬시장 인근의 다시 전문 상점으로, 다시 팩과 가쓰오·다시마 관련 식재료를 판매한다.","〒542-0073 大阪府大阪市中央区日本橋1-21-2","https://maps.google.com/maps?q=%E5%B1%B1%E9%95%B7%E5%95%86%E5%BA%97%20%E9%BB%92%E9%96%80%E5%B8%82%E5%A0%B4%20%E3%80%92542-0073%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E6%97%A5%E6%9C%AC%E6%A9%8B1-21-2","1"
"LOC_391","REG_021","신소 요도야바시 본점(神宗 淀屋橋本店)","기타","오사카 콘부 전문점 신소의 본점으로, 다시마 츠쿠다니와 시오콘부를 판매한다.","〒541-0043 大阪府大阪市中央区高麗橋3-4-10","https://maps.google.com/maps?q=%E7%A5%9E%E5%AE%97%20%E6%B7%80%E5%B1%8B%E6%A9%8B%E6%9C%AC%E5%BA%97%20%E3%80%92541-0043%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%AB%98%E9%BA%97%E6%A9%8B3-4-10","1"
"LOC_392","REG_021","오사카 미노오 커피 로스팅소 이케다 본점(大阪箕面珈琲焙煎所 池田本店)","기타","오사카 이케다의 자가배전 커피 전문점으로, 드립백과 원두·분쇄 커피 선물을 판매한다.","〒563-0043 大阪府池田市神田1丁目22-8","https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E7%AE%95%E9%9D%A2%E7%8F%88%E7%90%B2%E7%84%99%E7%85%8E%E6%89%80%20%E6%B1%A0%E7%94%B0%E6%9C%AC%E5%BA%97%20%E3%80%92563-0043%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E6%B1%A0%E7%94%B0%E5%B8%82%E7%A5%9E%E7%94%B01%E4%B8%81%E7%9B%AE22-8","1"
"LOC_393","REG_021","도톤보리 크래프트비어 양조소(道頓堀クラフトビア醸造所)","기타","오사카 미나미의 도톤보리 맥주 공식 레스토랑으로, 도톤보리 맥주를 마시거나 관련 상품을 구매할 수 있다.","〒542-0071 大阪府大阪市中央区道頓堀1-9-19 大阪松竹座 B2F","https://maps.google.com/maps?q=%E9%81%93%E9%A0%93%E5%A0%80%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88%E3%83%93%E3%82%A2%E9%86%B8%E9%80%A0%E6%89%80%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-9-19%20%E5%A4%A7%E9%98%AA%E6%9D%BE%E7%AB%B9%E5%BA%A7%20B2F","1"
"LOC_394","REG_021","글리코야 도톤보리점(ぐりこ・や 道頓堀店)","기타","글리코 공식 숍으로, 간사이 한정 킷캣과 글리코·간사이 과자 기념품을 취급한다.","〒542-0071 大阪府大阪市中央区道頓堀1-10-2","https://maps.google.com/maps?q=%E3%81%90%E3%82%8A%E3%81%93%E3%83%BB%E3%82%84%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-10-2","1"
"LOC_395","REG_021","이치비리안 도톤보리점(いちびり庵 道頓堀店)","기타","도톤보리의 오사카 기념품 전문점으로, 오사카 블랙 카레 등 레토르트 기념 식품을 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-7-21","https://maps.google.com/maps?q=%E3%81%84%E3%81%A1%E3%81%B3%E3%82%8A%E5%BA%B5%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-7-21","1"
"LOC_396","REG_021","이치비리안 도톤보리점(いちびり庵 道頓堀店)","기타","도톤보리의 오사카 기념품 전문점으로, 해피턴 타코야키 맛 등 지역 한정 스낵을 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-7-21","https://maps.google.com/maps?q=%E3%81%84%E3%81%A1%E3%81%B3%E3%82%8A%E5%BA%B5%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-7-21","1"
"LOC_397","REG_021","나니와 명물 이치비리안 도톤보리점(なにわ名物いちびり庵 道頓堀店)","기타","도톤보리의 오사카 기념품 전문점으로, 쿠이다오레 타로 인형과 관련 굿즈를 판매한다.","〒542-0071 大阪府大阪市中央区道頓堀1-7-21","https://maps.google.com/maps?q=%E3%81%AA%E3%81%AB%E3%82%8F%E5%90%8D%E7%89%A9%E3%81%84%E3%81%A1%E3%81%B3%E3%82%8A%E5%BA%B5%20%E9%81%93%E9%A0%93%E5%A0%80%E5%BA%97%20%E3%80%92542-0071%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E9%81%93%E9%A0%93%E5%A0%801-7-21","1"
"LOC_398","REG_021","쓰텐카쿠 공식 매점(通天閣 オフィシャルショップ)","관광지","쓰텐카쿠 전망대의 공식 숍으로, 빌리켄 인형과 신세카이 기념품을 판매한다.","〒556-0002 大阪府大阪市浪速区恵美須東1-18-6","https://maps.google.com/maps?q=%E9%80%9A%E5%A4%A9%E9%96%A3%20%E3%82%AA%E3%83%95%E3%82%A3%E3%82%B7%E3%83%A3%E3%83%AB%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97%20%E3%80%92556-0002%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E6%B5%AA%E9%80%9F%E5%8C%BA%E6%81%B5%E7%BE%8E%E9%A0%88%E6%9D%B11-18-6","1"
"LOC_399","REG_021","오사카성 천수각 뮤지엄숍(大阪城天守閣 ミュージアムショップ)","관광지","오사카성 천수각의 기념품 숍으로, 오사카성 테누구이와 성 관련 굿즈를 판매한다.","〒540-0002 大阪府大阪市中央区大阪城1-1","https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%9F%8E%E5%A4%A9%E5%AE%88%E9%96%A3%20%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97%20%E3%80%92540-0002%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E5%A4%A7%E9%98%AA%E5%9F%8E1-1","1"
